tweets,attitude,clean_tweets,final_tweets,label
JCandtheCryptos bought Encryptas #3132 for 0.01 ETH ($11) #jcandthecryptos #encryptas https://t.co/iurO1HfTy9 https://t.co/uka7CSF3gu,pos,JCandtheCryptos bought Encryptas #3132 for 0.01 ETH ($11) #jcandthecryptos #encryptas https://t.co/iurO1HfTy9 https://t.co/uka7CSF3gu,JCandtheCryptos bought Encryptas ETH,0
whitelist Assigned @lucasa  @mduduzi89161391  @Nwoye30982937  @AykutKaya54  @mlion_btc  @thepoletemple… https://t.co/2IsNgvvG3C,pos,whitelist Assigned @lucasa  @mduduzi89161391  @Nwoye30982937  @AykutKaya54  @mlion_btc  @thepoletemple… https://t.co/2IsNgvvG3C,whitelist Assigned lucasa mduduzi Nwoye AykutKaya mlionbtc thepoletemple,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
"RT @BlockBet_: #BlockBetNews

Brazil's largest digital bank Nubank hits over 1.8 million crypto users in under 3 months 🇧🇷 

#BlockBet #Bit…",pos," #BlockBetNews

Brazil's largest digital bank Nubank hits over 1.8 million crypto users in under 3 months 🇧🇷 

#BlockBet #Bit…",largest digital bank Nubank hit million crypto user month,0
#Skaflic CHANGED MY LIFE 🧡#BTC #ETH,pos,#Skaflic CHANGED MY LIFE 🧡#BTC #ETH,CHANGED MY LIFE,0
"@Cryptoking You can send some $ in Usdt or eth or sol any of your choices that you wish to , I will be happy 😊",pos,"@Cryptoking You can send some $ in Usdt or eth or sol any of your choices that you wish to , I will be happy 😊",Cryptoking You send Usdt eth sol choice wish I happy,0
@btcharlatan @digistrats_com @Treasure_DAO @smolverse @commonopoly_ @Eth_SAT Love the custom and the 3D art is straight 🔥!!!,pos,@btcharlatan @digistrats_com @Treasure_DAO @smolverse @commonopoly_ @Eth_SAT Love the custom and the 3D art is straight 🔥!!!,btcharlatan digistratscom TreasureDAO smolverse commonopoly EthSAT Love custom D art straight,0
@Sothinobostefu1 @siambitcoin you can make some eth every day,pos,@Sothinobostefu1 @siambitcoin you can make some eth every day,Sothinobostefu siambitcoin make eth every day,0
@lordquas_eth @hectornft @ohDotss @KaijuKingz I've always found Chucks easiest to squat in. Saying that though I've… https://t.co/IvzZumHeQH,pos,@lordquas_eth @hectornft @ohDotss @KaijuKingz I've always found Chucks easiest to squat in. Saying that though I've… https://t.co/IvzZumHeQH,lordquaseth hectornft ohDotss KaijuKingz Ive always found Chucks easiest squat Saying though Ive,0
"RT @Candlestick_io: Smart Money 97385.eth accumulated more $TSUKA tokens in the price downtrend. (P1) 

This #trader has been building a ne…",pos," Smart Money 97385.eth accumulated more $TSUKA tokens in the price downtrend. (P1) 

This #trader has been building a ne…",Smart Money eth accumulated TSUKA token price downtrend P This building ne,0
whitelist Sophisticated @MrCryptoSadhu @metasuit @cryptokarlito69 @Yanzee_eth @OrcsOfOrakion @JaleooNft @MooreCarly… https://t.co/yAxUMvKknj,pos,whitelist Sophisticated @MrCryptoSadhu @metasuit @cryptokarlito69 @Yanzee_eth @OrcsOfOrakion @JaleooNft @MooreCarly… https://t.co/yAxUMvKknj,whitelist Sophisticated MrCryptoSadhu metasuit cryptokarlito Yanzeeeth OrcsOfOrakion JaleooNft MooreCarly,0
"RT @Bitcoin_Earns: 🚀🚀LETS BITCOIN GOLD TO THE MOON🚀🚀

Claim &amp; Buy Pre-sale:
💥Min Buy: 0.05 BNB = 250 BTC GOLD
💥Max Buy: 7.00 BNB = 35000 BT…",pos," 🚀🚀LETS BITCOIN GOLD TO THE MOON🚀🚀

Claim &amp; Buy Pre-sale:
💥Min Buy: 0.05 BNB = 250 BTC GOLD
💥Max Buy: 7.00 BNB = 35000 BT…",LETS BITCOIN GOLD TO THE MOONClaim amp Buy PresaleMin Buy BNB BTC GOLDMax Buy BNB BT,0
RT @CryptoTraderPro: Deeper Network DPR Crypto Bull Run https://t.co/DED3YZKoUa 🙋 Receive $25 in BTC ⟶ https://t.co/U1oqm9KBjD ❤️ https://t…,pos, Deeper Network DP Crypto Bull un https://t.co/DED3YZKoUa 🙋 eceive $25 in BTC ⟶ https://t.co/U1oqm9KBjD ❤️ https://t…,Deeper Network DP Crypto Bull un eceive BTC,0
RT @AltstreetBet: My June chart of #BTC is still valid. Needs to break below 19k to be invalidated. https://t.co/k5Ycf8exkE,pos, My June chart of #BTC is still valid. Needs to break below 19k to be invalidated. https://t.co/k5Ycf8exkE,My June chart still valid Needs break k invalidated,0
"RT @doodlesNFTs_: Free #NFT giveaway 👑 48 hours ⏰

Drop your $ETH address ⬇️

🌀 Like + Follow @doodlesNFTs_ + Retweet 🌀

#NFTGiveaway #NFTC…",pos," Free #NFT giveaway 👑 48 hours ⏰

Drop your $ETH address ⬇️

🌀 Like + Follow @doodlesNFTs_ +etweet 🌀

#NFTGiveaway #NFTC…",Free giveaway hour Drop ETH address Like Follow doodlesNFTs etweet,0
"RT @annasol30: 🎉 Whitelist Giveaway 🎉

5 X WL 
@nft_gimme

To enter:
✅ Follow 
@nft_gimme

 + 
@annasol30

✅ Like &amp; RT
✅ Tag your friends…",pos," 🎉 Whitelist Giveaway 🎉

5 X WL 
@nft_gimme

To enter:
✅ Follow 
@nft_gimme

 + 
@annasol30

✅ Like &amp; 
✅ Tag your friends…",Whitelist Giveaway X WL nftgimmeTo enter Follow nftgimme annasol Like amp Tag friend,0
"RT @NFTHolding: 1 #NFT - 48 HOURS 🤖

RT Like &amp; Follow @cadmen_NFT

🚀 Launching 9/30 at 2pm Est. First &amp; only NFT project using solidworks c…",pos," 1 #NFT - 48 HOUS 🤖

 Like &amp; Follow @cadmen_NFT

🚀 Launching 9/30 at 2pm Est. First &amp; only NFT project using solidworks c…",HOUS Like amp Follow cadmenNFT Launching pm Est First amp NFT project using solidworks c,0
"0x36c90... bought Ringers #323 for 65.00 ETH ($89,960)  #ringers https://t.co/AheOKXh5jO https://t.co/95MxmX6Tlm",pos,"0x36c90... boughtingers #323 for 65.00 ETH ($89,960)  #ringers https://t.co/AheOKXh5jO https://t.co/95MxmX6Tlm",xc boughtingers ETH,0
"RT @EthYellow: Giveaways👇 WLx8 in 24H!（2nd）
1⃣Follow @EthYellow @EtherPOAP
2⃣Tag 5 Frens
3⃣Like &amp; Reteet this twitter

30ETH prize pool💰
Ho…",pos," Giveaways👇 WLx8 in 24H!（2nd）
1⃣Follow @EthYellow @EtherPOAP
2⃣Tag 5 Frens
3⃣Like &amp;eteet this twitter

30ETH prize pool💰
Ho…",Giveaways WLx HndFollow EthYellow EtherPOAPTag FrensLike ampeteet twitterETH prize poolHo,0
the best team.. @LadyJay0501 @Lil_lyon_t @eth_nissity @emreksyon @gani_jordan @satibi_ @ldmasterstudios @rhythmlfg https://t.co/Ch7M3PVe0p,pos,the best team.. @LadyJay0501 @Lil_lyon_t @eth_nissity @emreksyon @gani_jordan @satibi_ @ldmasterstudios @rhythmlfg https://t.co/Ch7M3PVe0p,best team LadyJay Lillyont ethnissity emreksyon ganijordan satibi ldmasterstudios rhythmlfg,0
"RT @AnaScripcariu13: 🚨Now, 4 warriors stand together on @makersplace 

Some of the greatest battles are fought within the silent chambers o…",pos," 🚨Now, 4 warriors stand together on @makersplace 

Some of the greatest battles are fought within the silent chambers o…",Now warrior stand together makersplace Some greatest battle fought within silent chamber,0
"0.1 in $ETH (3 WINNERS)
RT • Follow • Like
#eth #airdrop #nft #nfts #freenft",pos,"0.1 in $ETH (3 WINNES)
T • Follow • Like
#eth #airdrop #nft #nfts #freenft",ETH WINNEST Follow,0
"RT @XT_Futures: 🛸Share $300000+ in Contract Carnival🛸

1⃣ Recruit XT Futures Influencers🤓
👉Meme-Party: https://t.co/RMV2Bn5cOJ

2⃣ Invitati…",pos," 🛸Share $300000+ in Contract Carnival🛸

1⃣ecruit XT Futures Influencers🤓
👉Meme-Party: https://t.co/MV2Bn5cOJ

2⃣ Invitati…",Share Contract Carnivalecruit XT Futures InfluencersMemeParty Invitati,0
"RT @AltstreetBet: below 19k, btc would be in much longer bear market i.e until late 2023-2024.",neg," below 19k, btc would be in much longer bear market i.e until late 2023-2024.",k btc would much longer bear market ie late,1
@Diamond_HandsAK @kpmoon_eth @OnChainMonkey !RISE,pos,@Diamond_HandsAK @kpmoon_eth @OnChainMonkey !ISE,DiamondHandsAK kpmooneth OnChainMonkey ISE,0
RT @CryptoTraderPro: VGXUSDT UNIQUE IDEA https://t.co/Olmgzdt3Na 🙋 Receive $25 in BTC ⟶ https://t.co/U1oqm9KBjD ❤️ https://t.co/VM1L8ZJyci,pos, VGXUSDT UNIQUE IDEA https://t.co/Olmgzdt3Na 🙋eceive $25 in BTC ⟶ https://t.co/U1oqm9KBjD ❤️ https://t.co/VM1L8ZJyci,VGXUSDT UNIQUE IDEA eceive BTC,0
"RT @tunaferith: ❤️FREE #NFT #Giveaway❤️

Witch Likaba 5x Lip + 5x Eye Drawings to 3 people
 
❤️FOLLOW ME
❤️Like and Retweet
❤️Drop your #ET…",pos," ❤️FEE #NFT #Giveaway❤️

Witch Likaba 5x Lip + 5x Eye Drawings to 3 people
 
❤️FOLLOW ME
❤️Like and etweet
❤️Drop your #ET…",FEE Likaba x Lip x Eye Drawings people FOLLOW MELike etweetDrop,0
@yungdoteth @wabdoteth looking gud,pos,@yungdoteth @wabdoteth looking gud,yungdoteth wabdoteth looking gud,0
"RT @EnoteTimur: NEW ""Charge of strength""
1/1
0.28 $ETH

https://t.co/5jQVYq8hXA

drop on @withFND 
#NFTCommumity #nftart #NFTfam #cryptoart…",pos," NEW ""Charge of strength""
1/1
0.28 $ETH

https://t.co/5jQVYq8hXA

drop on @withFND 
#NFTCommumity #nftart #NFTfam #cryptoart…",NEW Charge strength withFND,0
"RT @ShibInform: This is my gift to you that support me everyday $SHIB , a big thank you 🏆 1 ETH among the first 2222 Retweets and Comments!…",pos," This is my gift to you that support me everyday $SHIB , a big thank you 🏆 1 ETH among the first 2222etweets and Comments!…",This gift support everyday SHIB big thank ETH among first etweets Comments,0
i will test.. @0Odc8n6fsFpbJMS @Alistair1937 @Lil_Arctix @elnur_eth @KevinDub @A_N_N_A_ar @zacky_paras @adarigin https://t.co/ImpKnLfTc8,pos,i will test.. @0Odc8n6fsFpbJMS @Alistair1937 @Lil_Arctix @elnur_eth @KevinDub @A_N_N_A_ar @zacky_paras @adarigin https://t.co/ImpKnLfTc8,test OdcnfsFpbJMS Alistair LilArctix elnureth KevinDub ANNAar zackyparas adarigin,0
@Candlestick_io @Jasper_ETH @waqwaqattack @DugFaddish @DaserDog @SilenceHootgood @_zkBen @patternedchair… https://t.co/nLZwPxOWkh,pos,@Candlestick_io @Jasper_ETH @waqwaqattack @DugFaddish @DaserDog @SilenceHootgood @_zkBen @patternedchair… https://t.co/nLZwPxOWkh,Candlestickio JasperETH waqwaqattack DugFaddish DaserDog SilenceHootgood zkBen patternedchair,0
"RT @ToybirdsNFT: Minting Thurs Sept 29, 10am EST 1st FREE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",pos," Minting Thurs Sept 29, 10am EST 1st FEE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",Minting Thurs Sept EST st FEE nd ethEnter raffle Top,0
"RT @YoliFilter1: Me , Myself and 𝗝𝗶𝗺𝗶𝗻 
""ID : Chaos""

Special 8 Photo - Folio

#JIMIN #BTSJIMIN #Photo_Folio https://t.co/ku4dvkO6u8",pos," Me , Myself and 𝗝𝗶𝗺𝗶𝗻 
""ID : Chaos""

Special 8 Photo - Folio

#JIMIN #BTSJIMIN #Photo_Folio https://t.co/ku4dvkO6u8",Me Myself ID ChaosSpecial Photo,0
"RT @gamdom: 💸 $1,000 #Giveaway 💸

We'll select 4 winners randomly and award $250 to each account! 🤑🤑

Rules: 👇

1️⃣ Tag 2 friends
2️⃣ Must…",neg," 💸 $1,000 #Giveaway 💸

We'll select 4 winners randomly and award $250 to each account! 🤑🤑

ules: 👇

1️⃣ Tag 2 friends
2️⃣ Must…",Well select winner randomly award account ules Tag friend Must,1
"RT @curiotools: @quantwhale @goblintown Sure, happy to oblige. Can we see your community's favorite #NewNFTProfilePic's in return? 

🟥🔥 #TR…",pos," @quantwhale @goblintown Sure, happy to oblige. Can we see your community's favorite #NewNFTProfilePic's in return? 

🟥🔥 #T…",quantwhale goblintown Sure happy oblige Can see community favorite return,0
"RT @GiveawayKeeper: 🎁 SOPHON X PG Community 🎁

🏆 3x = Free Mints

And We are giving away 3x WL From : ( 
@TheForeverWar

To Enter:
1️⃣ Foll…",neg," 🎁 SOPHON X PG Community 🎁

🏆 3x = Free Mints

And We are giving away 3x WL From : ( 
@TheForeverWar

To Enter:
1️⃣ Foll…",SOPHON X PG Community x Free MintsAnd We giving away x WL From TheForeverWarTo Enter Foll,1
WL Authorizedd Agent @CryptoHisho @TheVooDoods @boredpolarbears @HarperLi_CN @HornHighYo1 @ibrahim_NFT @szzz_eth… https://t.co/0lgquWQ61F,pos,WL Authorizedd Agent @CryptoHisho @TheVooDoods @boredpolarbears @HarperLi_CN @HornHighYo1 @ibrahim_NFT @szzz_eth… https://t.co/0lgquWQ61F,WL Authorizedd Agent CryptoHisho TheVooDoods boredpolarbears HarperLiCN HornHighYo ibrahimNFT szzzeth,0
"RT @Simonspiteri22: Tomorrow's going to be an amazing day 🔥👀

Don't miss @JohnGh87 ama! 

#GroveToken #ETH #bnb    #environment #crypto #ne…",pos," Tomorrow's going to be an amazing day 🔥👀

Don't miss @JohnGh87 ama! 

#GroveToken #ETH #bnb    #environment #crypto #ne…",Tomorrows going amazing day Dont miss JohnGh ama,0
@Reptjar @KUMALEON_ @wabdoteth bullish💪🏻,pos,@eptjar @KUMALEON_ @wabdoteth bullish💪🏻,eptjar KUMALEON wabdoteth bullish,0
"RT @EthStrike: 🎁 #NFTGiveaway Alert 🎁 

I’m teaming up w/ @BloodWarsNFT to giveaway 5x WL Spots! 🎁

To Enter:
1️⃣ Follow @BloodWarsNFT 
2️⃣…",pos," 🎁 #NFTGiveaway Alert 🎁 

I’m teaming up w/ @BloodWarsNFT to giveaway 5x WL Spots! 🎁

To Enter:
1️⃣ Follow @BloodWarsNFT 
2️⃣…",Alert Im teaming w BloodWarsNFT giveaway x WL Spots To Enter Follow BloodWarsNFT,0
RT @barbaraslavin1: not sure who created this but it's wonderful #IranProtests2022 https://t.co/2Hz6ybEIsG,pos, not sure who created this but it's wonderful #IranProtests2022 https://t.co/2Hz6ybEIsG,sure created wonderful,0
RT @MMCrypto: #BTC BROKE! https://t.co/GbeopAKOSa,pos, #BTC BOKE! https://t.co/GbeopAKOSa,BOKE,0
"RT @Mazkgang: 𝐌𝐀𝐙𝐊 𝐆𝐀𝐍𝐆 AMA #4 Giveaways! 

Two lords of the rapids are hiding under the wave. Who will be the one that uncover their hidde…",pos," 𝐌𝐀𝐙𝐊 𝐆𝐀𝐍𝐆 AMA #4 Giveaways! 

Two lords of the rapids are hiding under the wave. Who will be the one that uncover their hidde…",AMA Giveaways Two lord rapid hiding wave Who one uncover hidde,0
"🚀 #BTC and 71 Others,  🟢 55 🔴 17

🇰🇷 70.86억원
🇺🇸 $6,063,721
🇯🇵 ¥666,029,121
🇪🇺 €5,132,205
🇨🇳 39,145,720元

🎉Upflow vo… https://t.co/14zRkVmN7p",pos,"🚀 #BTC and 71 Others,  🟢 55 🔴 17

🇰🇷 70.86억원
🇺🇸 $6,063,721
🇯🇵 ¥666,029,121
🇪🇺 €5,132,205
🇨🇳 39,145,720元

🎉Upflow vo… https://t.co/14zkVmN7p",Others Upflow vo,0
RT @danielgothits: fuck a lambo we gonna own the whole dealership #ENSdomains #digitgang https://t.co/wbb4okCbm3,pos, fuck a lambo we gonna own the whole dealership #ENSdomains #digitgang https://t.co/wbb4okCbm3,fuck lambo gonna whole dealership,0
"RT @Nanda__OCE: 🎁@satoshinftclub WHITELIST &amp; ETH GIVEAWAY🎁

🏆20x Whitelist Spots @satoshinftclub🏆
🏆2x $25USD in ETH GA🏆

1️⃣ Follow @satosh…",pos," 🎁@satoshinftclub WHITELIST &amp; ETH GIVEAWAY🎁

🏆20x Whitelist Spots @satoshinftclub🏆
🏆2x $25USD in ETH GA🏆

1️⃣ Follow @satosh…",satoshinftclub WHITELIST amp ETH GIVEAWAYx Whitelist Spots satoshinftclubx USD ETH GA Follow satosh,0
My Tweets are not financial advice | DYOR |,pos,My Tweets are not financial advice | DYO |,My Tweets financial advice DYO,0
First scalp of the day. Shorted $btc right from the resistence 🔥🙂✅ #cryptocurrency #btc #bitcoin https://t.co/ac5IsGAXiY,pos,First scalp of the day. Shorted $btc right from the resistence 🔥🙂✅ #cryptocurrency #btc #bitcoin https://t.co/ac5IsGAXiY,First scalp day Shorted btc right resistence,0
"#Ethereum price update: 

#ETH $1383.42 USD
#Bitcoin 0.06903751 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto",pos,"#Ethereum price update: 

#ETH $1383.42 USD
#Bitcoin 0.06903751 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto",price update recent ETH price,0
"RT @ToybirdsNFT: Minting Thurs Sept 29, 10am EST 1st FREE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",pos," Minting Thurs Sept 29, 10am EST 1st FEE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",Minting Thurs Sept EST st FEE nd ethEnter raffle Top,0
"RT @ToybirdsNFT: Minting Thurs Sept 29, 10am EST 1st FREE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",pos," Minting Thurs Sept 29, 10am EST 1st FEE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",Minting Thurs Sept EST st FEE nd ethEnter raffle Top,0
"RT @ToybirdsNFT: Minting Thurs Sept 29, 10am EST 1st FREE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",pos," Minting Thurs Sept 29, 10am EST 1st FEE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",Minting Thurs Sept EST st FEE nd ethEnter raffle Top,0
"RT @ToybirdsNFT: Minting Thurs Sept 29, 10am EST 1st FREE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",pos," Minting Thurs Sept 29, 10am EST 1st FEE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",Minting Thurs Sept EST st FEE nd ethEnter raffle Top,0
"RT @ToybirdsNFT: Minting Thurs Sept 29, 10am EST 1st FREE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",pos," Minting Thurs Sept 29, 10am EST 1st FEE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",Minting Thurs Sept EST st FEE nd ethEnter raffle Top,0
"RT @ToybirdsNFT: Minting Thurs Sept 29, 10am EST 1st FREE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",pos," Minting Thurs Sept 29, 10am EST 1st FEE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",Minting Thurs Sept EST st FEE nd ethEnter raffle Top,0
"RT @ToybirdsNFT: Minting Thurs Sept 29, 10am EST 1st FREE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",pos," Minting Thurs Sept 29, 10am EST 1st FEE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",Minting Thurs Sept EST st FEE nd ethEnter raffle Top,0
"RT @ToybirdsNFT: Minting Thurs Sept 29, 10am EST 1st FREE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",pos," Minting Thurs Sept 29, 10am EST 1st FEE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",Minting Thurs Sept EST st FEE nd ethEnter raffle Top,0
"RT @ToybirdsNFT: Minting Thurs Sept 29, 10am EST 1st FREE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",pos," Minting Thurs Sept 29, 10am EST 1st FEE 2nd 0.019 eth

Enter #ApeList raffle https://t.co/bfpNT5jL1K

Two Top 5 #FreeMint…",Minting Thurs Sept EST st FEE nd ethEnter raffle Top,0
whitelist Assigned @meisterman8  @aagien1983  @Bill_The_Cowboy  @jvillejbo  @HohbachJeff  @Cobt14  @WanderlustAV… https://t.co/wKPhDoZv4R,pos,whitelist Assigned @meisterman8  @aagien1983  @Bill_The_Cowboy  @jvillejbo  @HohbachJeff  @Cobt14  @WanderlustAV… https://t.co/wKPhDoZv4,whitelist Assigned meisterman aagien BillTheCowboy jvillejbo HohbachJeff Cobt WanderlustAV,0
